Timestamp,Accel_X,Accel_Y,Accel_Z,UserAccel_X,UserAccel_Y,UserAccel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.000000,0.021684,-0.004826,9.825621,0.012614,0.005675,0.025806,0.001265,0.023788,0.042644
0.040000,0.005633,0.004771,9.793102,-0.004242,0.008037,-0.011909,-0.020263,0.049117,0.057027
0.080000,0.023278,0.014225,9.814177,0.020506,0.015625,0.018322,0.004749,-0.009954,0.088957
0.120000,0.014172,0.062427,9.772788,0.000973,0.036006,-0.017390,-0.037595,0.057299,0.086814
0.160000,0.024798,-0.025743,9.807609,0.006964,-0.016862,-0.009420,-0.019343,0.051469,0.058204
0.200000,0.036567,0.034027,9.810313,0.039590,0.047069,-0.005695,-0.029994,0.051268,0.097427
0.240000,0.041449,0.049941,9.797328,0.036974,0.059300,-0.016366,0.032322,0.070196,0.050568
0.280000,0.040472,0.060845,9.813325,0.027714,0.058524,-0.001982,-0.041297,0.086512,0.062611
0.320000,0.020443,0.041848,9.780408,0.029062,0.036928,-0.007637,-0.029480,0.109589,0.057241
0.360000,0.040361,0.062319,9.781569,0.042810,0.069389,-0.021230,-0.051190,0.116475,0.016641
0.400000,-0.000750,0.045621,9.801380,0.005508,0.045411,-0.004218,-0.022250,0.071181,0.035298
0.440000,0.034146,0.133510,9.815386,0.029537,0.114058,0.004658,-0.011488,0.094288,0.078993
0.480000,0.002433,0.075047,9.755108,0.021414,0.074695,-0.032996,0.024445,0.113991,0.006503
0.520000,0.062872,0.041798,9.808607,0.048506,0.038588,0.012524,-0.005549,0.147290,0.030762
0.560000,0.076445,0.093343,9.788642,0.071107,0.074453,-0.014810,-0.010263,0.063852,-0.011703
0.600000,0.065344,0.087012,9.831820,0.059445,0.093992,0.005946,0.007502,0.107546,-0.014258
0.640000,0.016101,0.068274,9.793969,0.039735,0.075908,-0.019959,-0.011065,0.089357,-0.030924
0.680000,0.024990,0.044572,9.856838,0.035391,0.049269,0.031515,0.060261,0.091468,0.009176
0.720000,0.048409,0.042797,9.836847,0.033504,0.048076,0.028683,-0.014751,0.136311,-0.033983
0.760000,0.085368,0.030817,9.778533,0.087142,0.049027,-0.031482,0.010385,0.102521,0.002053
0.800000,0.029362,0.039609,9.833236,0.046603,0.038230,0.015750,0.020734,0.061905,-0.040431
0.840000,0.049088,0.015518,9.850730,0.046871,0.013349,0.043388,-0.015368,0.099734,-0.033451
0.880000,0.004647,0.026239,9.772184,-0.002144,0.028098,-0.028445,0.004345,0.136905,-0.033626
0.920000,0.018572,-0.004305,9.761585,0.013257,-0.006779,-0.026069,-0.012171,0.052368,-0.079611
0.960000,0.030913,0.031589,9.823083,0.032417,0.029008,0.022052,0.007424,0.090580,-0.048143
1.000000,0.030782,0.008261,9.783327,0.019426,0.021422,-0.039215,0.003447,0.101888,-0.049633
1.040000,0.020822,-0.027204,9.805585,0.027842,-0.030090,-0.023325,-0.002043,0.059446,-0.037674
1.080000,0.028517,-0.028643,9.767963,0.023116,-0.034228,-0.030440,-0.026603,0.088285,-0.082897
1.120000,0.029406,-0.053881,9.806419,0.028056,-0.037910,0.022425,0.050105,0.025317,-0.082637
