Timestamp,Accel_X,Accel_Y,Accel_Z,UserAccel_X,UserAccel_Y,UserAccel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.000000,-0.018239,-0.027670,9.829072,-0.026066,-0.021301,0.046116,0.009792,-0.078828,0.111400
0.040000,-0.013839,0.011191,9.796678,-0.010726,0.018962,-0.002383,0.003995,-0.065594,0.113760
0.080000,0.016554,-0.029958,9.828431,0.001277,-0.028337,0.004754,0.016366,-0.013734,0.138239
0.120000,-0.016232,-0.011202,9.870499,-0.006139,-0.017963,0.053938,-0.000543,-0.067127,0.129875
0.160000,0.032829,0.024816,9.897847,0.049638,0.039751,0.093838,0.052798,-0.052996,0.109907
0.200000,-0.010512,-0.044123,9.884203,0.008780,-0.041025,0.091899,0.020632,-0.054935,0.161640
0.240000,0.006590,0.010493,9.886908,-0.001359,0.009176,0.075402,0.013666,-0.096775,0.085961
0.280000,-0.011894,-0.019343,9.940219,-0.004933,-0.034885,0.115704,0.026071,-0.059707,0.103295
0.320000,-0.002458,0.029497,9.858394,-0.001055,0.010880,0.025639,0.060484,-0.035855,0.102324
0.360000,0.000855,0.044443,9.910214,-0.010088,0.045759,0.108074,0.038863,-0.080667,0.114429
0.400000,-0.011889,-0.037226,9.857059,-0.015176,-0.026143,0.062961,0.088746,-0.093124,0.133175
0.440000,0.008631,-0.052868,9.900251,0.020492,-0.054270,0.083025,0.076682,-0.121527,0.125144
0.480000,0.060195,0.008058,9.898907,0.043953,0.006298,0.083520,0.086497,-0.105506,0.108973
0.520000,-0.009027,-0.007415,9.856259,-0.006117,-0.019277,0.046102,0.066158,-0.091074,0.077596
0.560000,0.014706,-0.013603,9.828256,0.015335,-0.009167,0.027784,0.067249,-0.110516,0.120774
0.600000,-0.019949,-0.006282,9.788674,-0.012821,0.003608,-0.001694,0.085355,-0.126864,0.076336
0.640000,-0.005860,0.007577,9.864957,0.005297,0.007694,0.044838,0.065836,-0.095975,0.088215
0.680000,-0.029055,0.003789,9.812458,-0.031358,0.007190,-0.010990,0.103767,-0.132645,0.091798
0.720000,-0.035994,-0.012064,9.776426,-0.021580,-0.008398,-0.028175,0.117253,-0.141533,0.074067
0.760000,-0.025118,-0.005868,9.837043,-0.024288,0.002815,0.001385,0.089498,-0.131827,0.070441
0.800000,0.008172,-0.025440,9.755021,-0.007682,-0.012886,-0.058523,0.121399,-0.107062,0.101341
0.840000,-0.027901,-0.010116,9.775209,-0.035414,-0.016219,-0.032166,0.116789,-0.147937,0.109180
0.880000,-0.062322,-0.005239,9.845200,-0.064352,-0.007879,0.052943,0.137936,-0.170637,0.074979
0.920000,-0.055722,-0.000197,9.954645,-0.044739,0.007838,0.170152,0.152212,-0.139524,0.037118
0.960000,-0.017497,-0.013323,10.057839,-0.016890,-0.021522,0.255518,0.138514,-0.166569,0.074433
1.000000,-0.042135,-0.016788,10.247180,-0.034175,0.001638,0.431649,0.125095,-0.150156,0.050914
1.040000,-0.015950,-0.017324,10.374068,-0.030372,-0.013244,0.529064,0.153476,-0.221877,0.067958
1.080000,-0.015155,-0.015732,10.526845,-0.010415,-0.017885,0.715831,0.133240,-0.177502,0.062469
1.120000,-0.046054,0.040430,10.475460,-0.038194,0.029352,0.656576,0.129704,-0.193789,0.014650
1.160000,-0.021908,0.009546,10.392771,-0.019731,0.015101,0.595179,0.125325,-0.222363,0.040113
1.200000,0.028459,0.029451,10.295023,0.036277,0.018211,0.481893,0.141761,-0.241397,0.055810
1.240000,-0.023014,-0.018543,10.121350,-0.025371,-0.012026,0.310181,0.161971,-0.232907,0.037112
1.280000,-0.000738,0.016482,9.946262,-0.018951,0.008267,0.150444,0.123073,-0.269812,0.012478
1.320000,-0.001450,0.048898,9.922074,-0.001522,0.032077,0.092002,0.120504,-0.336901,0.042907
1.360000,-0.037200,0.018669,9.898867,-0.027972,0.028668,0.090877,0.122274,-0.314444,-0.008201
1.400000,-0.019725,0.086852,9.944426,-0.018145,0.085338,0.117846,0.168255,-0.340525,0.025077
1.440000,-0.013678,0.033423,9.924243,-0.000969,0.028017,0.114098,0.156683,-0.337016,0.004870
1.480000,0.040245,-0.005924,9.891630,0.011510,0.006519,0.086601,0.178872,-0.397774,0.019562
1.520000,0.006973,0.016443,9.881676,-0.011036,0.012118,0.083395,0.139427,-0.400846,0.001530
1.560000,0.044371,-0.005069,9.908787,0.031901,0.000595,0.104043,0.125537,-0.459677,0.011019
1.600000,0.069804,-0.004463,9.950348,0.062290,0.003966,0.118377,0.181076,-0.453246,0.023718
1.640000,-0.020442,0.015588,9.874042,-0.018787,0.019822,0.077522,0.134932,-0.501966,0.005587
1.680000,0.042320,-0.002924,9.890986,0.043754,0.002037,0.070991,0.162624,-0.558477,0.000443
1.720000,0.033686,0.050490,9.867651,0.035890,0.042483,0.062319,0.121649,-0.587633,-0.006180
1.760000,0.057781,0.025782,9.892842,0.034012,0.025791,0.074000,0.150939,-0.617188,-0.056904
1.800000,0.049788,0.042517,9.801499,0.051709,0.019410,-0.011604,0.142814,-0.669840,-0.025654
1.840000,0.073170,-0.020290,9.804494,0.078811,-0.014929,0.014493,0.116118,-0.706547,-0.026521
1.880000,0.049003,0.012222,9.822493,0.050049,0.007483,0.010008,0.180725,-0.799775,-0.025459
1.920000,0.070469,0.001909,9.767747,0.065300,0.003416,-0.074740,0.123180,-0.794815,-0.042748
1.960000,0.001574,-0.001657,9.808978,0.036398,0.011105,-0.005634,0.120078,-0.833322,-0.031223
2.000000,0.044840,-0.032617,9.809177,0.040907,-0.048521,-0.014729,0.123307,-0.816384,-0.069113
2.040000,-0.014414,-0.039021,9.697119,0.011011,-0.040217,-0.117339,0.090207,-0.877658,-0.014405
2.080000,0.031655,-0.071657,9.741030,0.016934,-0.063848,-0.080793,0.124427,-0.906211,-0.047333
2.120000,-0.017930,0.021518,9.713242,-0.000688,0.017519,-0.085988,0.114859,-0.892351,-0.081048
2.160000,-0.010125,-0.045162,9.705325,-0.002093,-0.055496,-0.102853,0.144554,-0.958488,-0.039575
2.200000,-0.076874,-0.027452,9.730370,-0.057703,-0.018963,-0.092832,0.127593,-0.932582,-0.092940
2.240000,-0.038073,-0.045137,9.737990,-0.056081,-0.045641,-0.066758,0.092291,-0.986346,-0.074254
2.280000,-0.010425,-0.014073,9.835658,-0.010303,-0.024477,0.009575,0.100765,-0.958516,-0.075841
2.320000,0.005815,-0.040272,9.901559,-0.016451,-0.041923,0.106612,0.152949,-0.953330,-0.089925
2.360000,-0.085065,-0.006278,10.019162,-0.104944,-0.011820,0.208280,0.087424,-0.904997,-0.087617
2.400000,-0.072320,-0.022324,10.133398,-0.084813,-0.019684,0.327281,0.117790,-0.944088,-0.087222
2.440000,-0.110548,0.010076,10.405960,-0.096531,0.025805,0.556385,0.083213,-0.961789,-0.113124
