Timestamp,Accel_X,Accel_Y,Accel_Z,UserAccel_X,UserAccel_Y,UserAccel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.000000,0.010106,0.027222,9.845335,0.022948,0.026824,0.040121,0.025405,0.202730,-0.003493
0.040000,0.018214,0.110075,9.933616,0.018627,0.102863,0.125773,0.140421,0.153257,0.118564
0.080000,0.124970,0.068682,10.274704,0.113803,0.061578,0.467130,0.192535,0.100771,0.172621
0.120000,0.128628,0.043318,10.814131,0.120127,0.049796,1.011454,0.345645,0.090635,0.211470
0.160000,0.078426,-0.038629,10.904862,0.081377,-0.032546,1.092311,0.365777,0.009994,0.227767
0.200000,0.097135,-0.024790,10.709503,0.100041,-0.020198,0.887006,0.275203,-0.079437,0.207670
0.240000,0.098787,-0.061102,10.111618,0.096986,-0.078137,0.300347,0.244999,-0.141753,0.136309
0.280000,0.064138,-0.090541,9.790685,0.043016,-0.080757,-0.013705,0.140614,-0.157325,0.173254
0.320000,0.010475,-0.072588,9.762559,0.006344,-0.069345,-0.049961,-0.062785,-0.163679,-0.069038
0.360000,-0.062034,-0.066734,9.806365,-0.068716,-0.074488,0.015562,-0.140464,-0.156602,-0.135869
0.400000,-0.049870,-0.040166,9.903545,-0.072534,-0.029278,0.077478,-0.280354,-0.116824,-0.167906
0.440000,-0.122501,-0.019557,9.927139,-0.125279,-0.022137,0.125402,-0.314266,-0.077395,-0.256536
0.480000,-0.031900,-0.027866,9.786193,-0.043378,-0.008871,-0.000708,-0.377319,-0.005099,-0.260058
0.520000,-0.142292,0.062783,9.769395,-0.147069,0.060857,-0.049840,-0.282232,0.074880,-0.212072
0.560000,0.007160,0.092693,9.756530,0.002528,0.092169,-0.063698,-0.236003,0.107426,-0.132385
0.600000,-0.075250,0.080349,9.840340,-0.065616,0.078712,0.047539,-0.126603,0.138849,-0.085457
0.640000,0.036887,0.111113,9.818831,0.048178,0.119803,-0.003640,0.007612,0.176677,0.048580
0.680000,0.075296,0.066110,10.065348,0.080419,0.063833,0.242670,0.188374,0.189200,0.064901
