Timestamp,Accel_X,Accel_Y,Accel_Z,UserAccel_X,UserAccel_Y,UserAccel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.000000,-0.027047,0.000814,9.812234,-0.043984,0.006856,-0.006006,-0.014673,0.020098,0.134452
0.040000,-0.036376,0.070152,9.792260,-0.021111,0.056262,-0.026340,-0.027508,0.059181,0.120989
0.080000,0.046449,0.005052,9.830658,0.047134,-0.014141,0.033044,0.006807,0.050673,0.085088
0.120000,0.017347,0.024867,9.875762,0.019069,0.015017,0.045224,0.006769,0.039509,0.104687
0.160000,0.007664,0.037732,9.889984,0.017126,0.022599,0.055881,0.006302,0.051862,0.085872
0.200000,0.013319,-0.033381,9.861396,0.018129,-0.027068,0.066617,0.002904,0.077010,0.128884
0.240000,0.015223,-0.015976,9.898184,0.018837,-0.013856,0.089817,0.040441,0.076452,0.118593
0.280000,0.004395,0.023807,9.916119,-0.006443,0.032409,0.095930,0.027411,0.081752,0.119558
0.320000,-0.011151,0.018141,9.921897,0.002593,0.016994,0.090083,0.027551,0.090854,0.123982
0.360000,0.016564,-0.007190,9.925787,0.013949,0.001709,0.106809,0.059823,0.070063,0.103004
0.400000,-0.014309,-0.050844,9.800917,-0.006728,-0.040246,-0.000070,0.053319,0.053270,0.084496
0.440000,0.050750,-0.043433,9.828611,0.038270,-0.016116,0.034051,0.070072,0.075288,0.099890
0.480000,-0.035790,0.014972,9.860228,-0.037001,0.010400,0.066497,0.065069,0.120742,0.115581
0.520000,0.006707,-0.070378,9.846548,-0.002855,-0.082175,0.040463,0.080527,0.068992,0.069928
0.560000,0.033363,0.026430,9.802090,0.032247,0.015737,-0.000168,0.049328,0.110616,0.105672
0.600000,0.012589,0.030465,9.813844,0.028644,0.022786,0.023128,0.112546,0.119621,0.075006
0.640000,-0.014996,0.046849,9.836837,-0.009853,0.038630,0.016144,0.053895,0.139277,0.108082
0.680000,0.026503,0.021625,9.760707,0.009143,0.024716,-0.044037,0.110197,0.094253,0.067790
0.720000,0.013252,-0.013487,9.762362,0.007321,0.002316,-0.054189,0.095379,0.074524,0.105916
0.760000,0.072539,0.000617,9.697515,0.052291,0.011386,-0.092982,0.145774,0.121099,0.059041
0.800000,-0.008516,-0.020142,9.778715,-0.024043,-0.017090,-0.046431,0.107559,0.153765,0.064627
0.840000,-0.006962,-0.043517,9.796413,-0.000962,-0.021805,-0.026041,0.124209,0.178816,0.093641
0.880000,-0.031764,0.009099,9.820365,-0.018735,0.003468,-0.006970,0.073205,0.131776,0.072946
0.920000,0.038889,-0.023011,9.909469,0.027619,-0.027176,0.101275,0.143260,0.132193,0.033366
0.960000,-0.005450,-0.010703,10.059091,-0.015998,-0.016029,0.252644,0.131304,0.164413,0.082962
1.000000,-0.029448,0.060160,10.267021,-0.029894,0.051034,0.447630,0.089621,0.216168,0.022497
1.040000,-0.011918,-0.038308,10.394613,0.002552,-0.020266,0.565199,0.115088,0.182219,0.057191
1.080000,-0.042276,-0.001499,10.459886,-0.036974,0.006427,0.650253,0.125233,0.191825,0.098040
1.120000,-0.011239,-0.049125,10.520048,-0.012989,-0.037537,0.733510,0.156015,0.236532,0.053911
1.160000,0.006845,-0.020456,10.435320,-0.000967,-0.014738,0.632161,0.131240,0.221697,0.040952
1.200000,-0.070352,-0.018733,10.267539,-0.060457,-0.011639,0.437259,0.113214,0.215251,0.042040
1.240000,-0.025830,-0.013171,10.172618,-0.036199,0.008484,0.351050,0.131950,0.197869,0.017132
1.280000,0.042023,-0.000659,10.007505,0.033982,-0.007567,0.192881,0.153866,0.244899,0.037857
1.320000,0.002661,0.023332,9.963432,-0.005520,0.009882,0.159826,0.142344,0.280830,0.073155
1.360000,-0.030608,-0.000770,9.911057,-0.035995,0.006586,0.075452,0.159108,0.259027,0.016602
1.400000,-0.021418,0.009832,9.813578,0.000236,0.016158,0.019077,0.098295,0.333414,0.004172
1.440000,-0.042239,-0.010843,9.864783,-0.045412,-0.019255,0.054512,0.184508,0.334961,0.025132
1.480000,0.006981,-0.016819,9.865993,0.010798,-0.016071,0.048767,0.148078,0.362767,0.025773
1.520000,0.027908,0.047848,9.875175,0.022077,0.042256,0.058728,0.155496,0.377557,0.008169
1.560000,-0.000152,-0.002751,9.809377,0.015748,0.007401,0.011250,0.166595,0.444631,-0.004887
1.600000,-0.015175,0.030907,9.897489,0.004980,0.024815,0.075039,0.174557,0.489883,0.007597
1.640000,0.079678,0.030766,9.831906,0.073719,0.026828,0.012936,0.172020,0.484566,-0.037625
1.680000,0.016775,0.010692,9.875417,0.025672,0.015208,0.062640,0.132653,0.563885,-0.022848
1.720000,-0.030424,-0.025316,9.800253,-0.009146,-0.024841,-0.016180,0.114298,0.613624,-0.064071
1.760000,0.026766,-0.069100,9.812792,0.037339,-0.047832,0.010814,0.156823,0.652593,-0.024720
1.800000,0.071172,-0.015724,9.883789,0.072816,-0.012950,0.045898,0.169484,0.677114,-0.031535
1.840000,0.096060,-0.007812,9.865312,0.084794,-0.008097,0.034956,0.154192,0.702016,-0.010896
1.880000,-0.023388,0.015020,9.774337,-0.023774,0.019207,-0.025870,0.100752,0.740506,-0.053594
1.920000,0.014664,0.018140,9.806053,0.020434,0.026685,-0.001574,0.181629,0.747023,-0.020288
1.960000,0.025421,-0.006666,9.739407,0.028006,-0.020477,-0.087949,0.128003,0.798130,-0.049726
2.000000,0.043485,-0.025123,9.802358,0.035923,-0.037544,-0.017742,0.153274,0.835343,-0.037148
2.040000,-0.003949,-0.042623,9.788463,-0.009458,-0.043032,-0.023632,0.095401,0.847688,-0.038826
2.080000,0.037030,-0.043223,9.720722,0.029865,-0.046844,-0.074738,0.158698,0.893001,-0.057540
2.120000,0.046771,-0.084320,9.709176,0.029310,-0.066172,-0.087823,0.147688,0.944166,-0.057150
2.160000,-0.026391,-0.028349,9.664950,-0.026868,-0.017124,-0.146628,0.115859,0.962271,-0.078196
2.200000,-0.010437,-0.066426,9.763400,-0.017507,-0.061774,-0.072133,0.146825,0.915800,-0.046646
2.240000,-0.029276,-0.052154,9.796660,-0.007841,-0.041555,-0.031317,0.121107,0.980953,-0.020554
2.280000,0.006015,-0.028789,9.822065,0.004210,-0.038841,0.002140,0.130387,0.968786,-0.107310
2.320000,-0.038417,-0.106780,9.895387,-0.024917,-0.100541,0.073679,0.107358,0.924335,-0.080362
2.360000,-0.080998,-0.073213,9.924897,-0.074692,-0.061132,0.148728,0.091317,0.953862,-0.090949
2.400000,-0.063893,0.001566,10.173773,-0.059303,-0.018451,0.358585,0.137442,0.939801,-0.079556
2.440000,-0.083747,0.032164,10.321822,-0.083708,0.013721,0.506771,0.106185,0.887997,-0.123899
2.480000,-0.107442,0.005909,10.512807,-0.101614,-0.001427,0.724357,0.064305,0.907940,-0.115785
2.520000,-0.076885,0.003212,10.619310,-0.073060,0.022633,0.775311,0.090259,0.960283,-0.063033
2.560000,-0.066683,0.005402,10.562247,-0.073184,-0.009358,0.744726,0.096316,0.909680,-0.070982
2.600000,-0.081630,0.046062,10.453233,-0.082510,0.031665,0.634189,0.099492,1.003840,-0.134856
2.640000,-0.052009,-0.003483,10.256750,-0.051337,0.013828,0.457513,0.114898,0.999264,-0.065793
2.680000,-0.074706,0.051460,10.130861,-0.074660,0.074113,0.316307,0.079220,1.012775,-0.122310
2.720000,-0.060609,0.060602,10.097591,-0.058316,0.066135,0.284724,0.046756,0.984866,-0.092749
2.760000,-0.027153,0.120787,9.966360,-0.037059,0.117161,0.126930,0.051491,1.085243,-0.113543
2.800000,-0.018706,0.094222,9.938310,-0.017790,0.079953,0.113286,0.076331,1.125756,-0.107819
2.840000,-0.008512,0.026580,9.908201,-0.031116,0.045417,0.094647,0.030603,1.174314,-0.111430
2.880000,0.062667,0.113015,9.867437,0.058114,0.094893,0.079588,0.042902,1.232598,-0.096548
2.920000,0.054683,0.057508,9.866867,0.047214,0.074248,0.075132,0.023314,1.316745,-0.126861
2.960000,0.046636,0.114373,9.887308,0.049800,0.105703,0.115363,0.020784,1.325017,-0.080206
3.000000,0.074431,0.056728,9.856871,0.068893,0.057023,0.051373,0.016575,1.413495,-0.096075
3.040000,0.093703,0.109618,9.866302,0.083512,0.097063,0.048043,0.019762,1.475552,-0.125919
3.080000,0.139049,0.022877,9.820471,0.136943,0.019120,0.008795,0.006469,1.598940,-0.118237
3.120000,0.132759,0.074321,9.816337,0.136631,0.074977,-0.003847,-0.029035,1.656328,-0.116807
3.160000,0.148557,-0.003794,9.842664,0.137607,-0.010608,0.000018,0.021796,1.711433,-0.127367
3.200000,0.208699,-0.021206,9.808910,0.189106,-0.013293,0.012662,0.013448,1.827088,-0.125783
3.240000,0.128533,0.004085,9.791101,0.143423,0.005291,-0.005055,-0.010577,1.851602,-0.102614
3.280000,0.098727,0.010110,9.661293,0.103472,0.023568,-0.151040,0.004376,1.974711,-0.106288
3.320000,0.137214,-0.038387,9.670196,0.137666,-0.045706,-0.116795,-0.011769,2.040093,-0.128118
3.360000,0.118032,-0.087955,9.797803,0.121635,-0.099725,-0.011731,-0.016563,2.081726,-0.115048
3.400000,0.127742,-0.133717,9.709003,0.128357,-0.138244,-0.094566,-0.031803,2.164221,-0.135471
3.440000,0.084263,-0.066780,9.699801,0.094294,-0.068971,-0.091500,-0.028918,2.129530,-0.079970
3.480000,0.067549,-0.064868,9.695357,0.058242,-0.061873,-0.095551,-0.070322,2.201650,-0.097334
3.520000,0.056085,-0.058904,9.690467,0.055818,-0.082946,-0.112031,-0.061900,2.217063,-0.112754
3.560000,-0.032339,-0.110232,9.712888,-0.034833,-0.109864,-0.087111,-0.090073,2.212220,-0.105718
3.600000,-0.008919,-0.149043,9.738718,-0.006072,-0.133395,-0.066305,-0.090049,2.233813,-0.090959
3.640000,-0.035735,-0.092415,9.787622,-0.028834,-0.098052,-0.042923,-0.046655,2.165787,-0.115749
3.680000,-0.107090,-0.094538,9.806048,-0.100497,-0.095089,-0.020070,-0.068477,2.148337,-0.102926
3.720000,-0.070189,-0.023213,9.916069,-0.086287,-0.043966,0.099765,-0.091874,2.113360,-0.086172
3.760000,-0.135414,-0.067071,9.990546,-0.125581,-0.066945,0.169990,-0.106226,2.053357,-0.121657
3.800000,-0.140255,-0.055091,10.115410,-0.136297,-0.041521,0.320317,-0.119361,1.970533,-0.083717
3.840000,-0.132858,-0.031314,10.312234,-0.114760,-0.048288,0.492580,-0.120662,1.990185,-0.041801
3.880000,-0.167040,-0.047040,10.440781,-0.171872,-0.050055,0.645464,-0.113396,1.872967,-0.121609
3.920000,-0.146485,-0.011256,10.581004,-0.155320,-0.005549,0.761752,-0.162117,1.813315,-0.067092
3.960000,-0.189192,-0.021417,10.609886,-0.171670,-0.044000,0.772060,-0.091447,1.717702,-0.106395
4.000000,-0.144256,0.036240,10.599548,-0.137022,0.036552,0.774169,-0.107269,1.719837,-0.105984
4.040000,-0.131876,0.058653,10.435479,-0.123931,0.064224,0.611712,-0.108991,1.672270,-0.082551
4.080000,-0.153523,0.069516,10.283967,-0.149960,0.059974,0.489530,-0.108285,1.655125,-0.060279
4.120000,-0.102546,0.107628,10.125570,-0.108068,0.098014,0.315197,-0.125108,1.577765,-0.055615
4.160000,-0.083240,0.137461,10.054031,-0.082974,0.128274,0.239227,-0.123379,1.565322,-0.065281
4.200000,-0.051747,0.127064,9.933177,-0.051742,0.113603,0.106839,-0.131614,1.564907,-0.080192
4.240000,-0.020069,0.094391,9.844144,-0.005815,0.113392,0.044253,-0.104520,1.564685,-0.057430
4.280000,-0.028049,0.116054,9.910235,-0.027625,0.107698,0.100905,-0.154318,1.539045,-0.086546
4.320000,0.021290,0.109910,9.894219,0.011756,0.109097,0.059057,-0.122011,1.529455,-0.029030
4.360000,0.080391,0.160660,9.762633,0.079338,0.159297,-0.049098,-0.162381,1.585095,-0.049238
4.400000,0.068876,0.075982,9.781032,0.088933,0.081031,0.003900,-0.166084,1.609816,-0.014736
4.440000,0.078259,0.068796,9.789546,0.065563,0.073001,-0.004442,-0.174019,1.565944,-0.051732
4.480000,0.117332,0.095454,9.753962,0.103825,0.097900,-0.046988,-0.184587,1.652837,-0.016874
4.520000,0.136119,0.039671,9.703931,0.130443,0.038301,-0.091833,-0.142203,1.706483,-0.058330
4.560000,0.160881,0.039473,9.745178,0.151554,0.061435,-0.069699,-0.168945,1.739420,0.008764
4.600000,0.147194,0.004292,9.761655,0.142399,-0.002906,-0.066584,-0.142596,1.753654,-0.004644
4.640000,0.151927,0.010881,9.732178,0.145339,0.001084,-0.098806,-0.116942,1.785446,-0.015923
4.680000,0.136628,0.010550,9.773707,0.142364,0.005859,-0.058332,-0.159142,1.865231,-0.012613
4.720000,0.132956,-0.059771,9.675104,0.125042,-0.065678,-0.127148,-0.142701,1.865095,-0.005381
4.760000,0.050689,-0.023055,9.738314,0.073070,-0.032715,-0.069454,-0.129218,1.876018,0.005675
4.800000,0.083997,-0.040092,9.800396,0.085590,-0.042453,-0.009337,-0.143651,1.891027,-0.021374
4.840000,0.121143,-0.061210,9.815439,0.111996,-0.083062,-0.039674,-0.146297,1.899874,0.008657
4.880000,0.098197,-0.053027,9.815243,0.083548,-0.053061,-0.001976,-0.181558,1.892254,0.013813
4.920000,0.045448,-0.085347,9.773949,0.041279,-0.095100,-0.035247,-0.144384,1.911332,0.045091
4.960000,0.026675,-0.104919,9.788551,0.014670,-0.095974,-0.009130,-0.133210,1.870301,0.018994
5.000000,-0.019087,-0.076435,9.818635,-0.018544,-0.075097,-0.010738,-0.107630,1.835947,0.013431
5.040000,-0.035140,-0.047724,9.803783,-0.041532,-0.058810,0.011264,-0.149347,1.779993,0.037246
5.080000,-0.007568,-0.155987,9.882193,-0.014701,-0.154324,0.067112,-0.115530,1.749423,0.054818
5.120000,-0.086379,-0.132954,9.878387,-0.062767,-0.127350,0.068314,-0.150121,1.654947,0.049456
5.160000,-0.053662,-0.093673,9.999823,-0.061474,-0.097106,0.193668,-0.116566,1.618164,0.053106
5.200000,-0.018701,-0.036956,10.133631,-0.019885,-0.037383,0.293757,-0.149166,1.504185,0.057149
5.240000,-0.083440,-0.043717,10.210893,-0.085637,-0.034440,0.391471,-0.127103,1.465902,0.057221
5.280000,-0.103007,-0.077221,10.451170,-0.111964,-0.073388,0.624550,-0.139557,1.383960,0.053316
5.320000,-0.078335,0.038162,10.598493,-0.072994,0.035979,0.805023,-0.122995,1.320051,0.052797
5.360000,-0.066399,-0.009102,10.674127,-0.066660,0.015169,0.847453,-0.119531,1.234465,0.072943
5.400000,-0.137237,0.007607,10.577087,-0.137939,0.007171,0.745105,-0.114062,1.183372,0.082660
5.440000,-0.047525,0.028722,10.580317,-0.051388,0.037774,0.765248,-0.127903,1.081670,0.081125
5.480000,-0.117620,0.024916,10.266633,-0.096113,0.027519,0.462404,-0.108886,1.052389,0.047365
5.520000,-0.015717,0.058295,10.102072,-0.022421,0.071003,0.303365,-0.096827,1.006008,0.105300
5.560000,-0.011620,0.080339,9.966479,-0.018725,0.083939,0.155306,-0.105806,0.881722,0.062485
5.600000,-0.047415,0.111880,9.902203,-0.034367,0.093913,0.094318,-0.112073,0.871556,0.066656
5.640000,-0.052773,0.059198,9.778652,-0.045370,0.069398,-0.023173,-0.104962,0.802583,0.075087
5.680000,0.027845,0.053849,9.744747,0.016501,0.060531,-0.073211,-0.065276,0.791883,0.090247
5.720000,0.002463,0.078505,9.761606,0.012257,0.082271,-0.052245,-0.079922,0.706607,0.099213
5.760000,0.009136,0.074515,9.734483,-0.005755,0.095861,-0.070608,-0.047015,0.734741,0.123496
5.800000,0.027947,0.024840,9.734807,0.037260,0.042309,-0.070538,-0.074542,0.671355,0.126114
5.840000,0.014717,0.084886,9.728557,0.004990,0.079482,-0.056582,-0.067310,0.656058,0.073650
5.880000,0.037622,0.016583,9.775230,0.047258,0.022616,-0.033015,-0.048123,0.641115,0.074482
5.920000,0.061524,0.027194,9.711017,0.053239,0.009330,-0.081043,-0.042220,0.607114,0.133609
5.960000,0.063898,0.021025,9.738342,0.061618,0.030520,-0.066528,-0.020891,0.645945,0.110246
6.000000,0.084105,0.013446,9.729814,0.081687,-0.005023,-0.085345,-0.085180,0.604474,0.094650
6.040000,0.028686,-0.059338,9.747691,0.039014,-0.041689,-0.035162,-0.026609,0.626199,0.128123
