Timestamp,Accel_X,Accel_Y,Accel_Z,UserAccel_X,UserAccel_Y,UserAccel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.000000,0.030480,0.096211,9.821260,0.027011,0.099654,0.009649,-0.035396,0.210249,-0.002366
0.040000,0.047033,0.093984,9.951659,0.031182,0.068348,0.140366,0.139812,0.179154,0.110245
0.080000,0.119179,0.037979,10.287497,0.121362,0.034155,0.498670,0.264701,0.118308,0.185788
0.120000,0.108096,-0.008672,10.711565,0.100025,-0.014655,0.867651,0.365677,0.070289,0.230959
0.160000,0.127666,-0.004318,10.884207,0.122486,-0.004316,1.052064,0.314606,-0.007248,0.293670
0.200000,0.103947,-0.047282,10.582995,0.102993,-0.048656,0.748601,0.330914,-0.062971,0.288832
0.240000,0.126850,-0.054005,9.972004,0.119240,-0.061870,0.191057,0.282675,-0.128831,0.171348
0.280000,0.048929,-0.131473,9.771081,0.056609,-0.137100,-0.045950,0.091950,-0.178148,0.084140
0.320000,-0.016467,-0.121991,9.833566,-0.006776,-0.125483,0.042331,-0.051744,-0.185290,-0.015261
0.360000,-0.044467,-0.056926,9.868608,-0.048795,-0.057087,0.043176,-0.193257,-0.162977,-0.124771
0.400000,-0.141225,-0.106118,10.000476,-0.124844,-0.102595,0.184042,-0.241366,-0.173876,-0.174510
0.440000,-0.175213,-0.027767,9.908591,-0.180328,-0.032010,0.088215,-0.352296,-0.028463,-0.197948
0.480000,-0.146989,-0.019065,9.803715,-0.135708,-0.019901,0.008047,-0.334968,0.021740,-0.324212
0.520000,-0.098126,0.030069,9.785897,-0.113306,0.008741,-0.003307,-0.319984,0.061690,-0.229018
0.560000,-0.066435,0.073625,9.748953,-0.062472,0.063119,-0.048233,-0.174670,0.153995,-0.118697
0.600000,-0.027443,0.070199,9.776502,-0.041975,0.076941,-0.039654,-0.084520,0.155947,-0.065459
0.640000,-0.006143,0.084412,9.762545,-0.004035,0.096108,-0.042610,0.005173,0.164125,0.033333
0.680000,-0.035367,0.033854,10.011784,-0.032831,0.037836,0.196721,0.153091,0.170756,0.067797
0.720000,0.116936,0.013628,10.404291,0.108277,0.024460,0.614770,0.293316,0.157655,0.213692
0.760000,0.124139,0.052236,10.751639,0.121209,0.056819,0.941769,0.303003,0.060422,0.269604
0.800000,0.143091,-0.024797,10.781066,0.143758,-0.015101,0.943164,0.383548,-0.042091,0.254629
0.840000,0.101934,-0.030834,10.412903,0.105975,-0.027564,0.596256,0.299201,-0.097270,0.199410
0.880000,0.104998,-0.080760,10.062010,0.108944,-0.077609,0.244112,0.241669,-0.115593,0.168572
0.920000,0.039330,-0.061924,9.800244,0.015754,-0.063396,-0.017814,0.088238,-0.161241,0.036094
0.960000,-0.033010,-0.156100,9.878047,-0.016257,-0.154032,0.078286,-0.059582,-0.149796,-0.066439
1.000000,-0.064810,-0.043763,9.912679,-0.052785,-0.034740,0.070044,-0.195625,-0.144081,-0.100936
1.040000,-0.064018,-0.049878,9.874333,-0.075787,-0.062027,0.057192,-0.226814,-0.085703,-0.166258
1.080000,-0.092719,-0.053333,9.937468,-0.103738,-0.057363,0.123924,-0.347858,0.015626,-0.264424
1.120000,-0.113610,-0.025633,9.785752,-0.104385,-0.020188,-0.037987,-0.253827,-0.014275,-0.282278
1.160000,-0.112104,0.024673,9.747955,-0.094580,0.033535,-0.080859,-0.294822,0.165459,-0.240176
1.200000,-0.063592,0.046737,9.727428,-0.076315,0.061409,-0.057660,-0.231249,0.173718,-0.141017
1.240000,-0.010832,0.066717,9.763952,-0.000364,0.082122,-0.047175,-0.127481,0.253993,-0.092014
1.280000,-0.035128,0.053575,9.917010,-0.030217,0.043100,0.062306,0.095353,0.147982,0.080207
1.320000,0.046386,0.103094,10.094863,0.045425,0.093681,0.251757,0.181727,0.163453,0.120010
1.360000,0.135567,0.024086,10.483649,0.146293,0.029929,0.675778,0.312083,0.107510,0.216276
1.400000,0.106444,0.013065,10.815091,0.097200,-0.000596,0.990531,0.412020,0.063930,0.222241
1.440000,0.115739,-0.015611,10.702709,0.115530,-0.021779,0.899241,0.363866,-0.019636,0.263093
1.480000,0.132764,-0.022354,10.316775,0.141585,-0.024386,0.499701,0.301641,-0.088878,0.228207
1.520000,0.054685,-0.059031,9.875270,0.062624,-0.067651,0.074436,0.230476,-0.126558,0.088014
1.560000,0.010439,-0.088669,9.789658,-0.002531,-0.094853,-0.010836,0.089707,-0.180016,0.026455
1.600000,0.008214,-0.086427,9.798099,0.011001,-0.087964,-0.000064,-0.110651,-0.191541,-0.056677
1.640000,-0.071021,-0.031518,9.860017,-0.077166,-0.029117,0.016371,-0.159770,-0.134209,-0.158434
1.680000,-0.108051,-0.012277,9.826913,-0.107951,-0.011205,0.026522,-0.296893,-0.111983,-0.184935
1.720000,-0.195276,-0.018446,9.874649,-0.177730,-0.002366,0.041814,-0.298858,-0.033784,-0.264415
1.760000,-0.113181,0.014719,9.793293,-0.120650,0.022726,-0.008074,-0.325541,-0.002130,-0.221949
1.800000,-0.065854,0.134433,9.702727,-0.076593,0.116431,-0.096350,-0.247409,0.107479,-0.187714
1.840000,-0.056664,0.074060,9.730889,-0.075089,0.082335,-0.086899,-0.188048,0.126106,-0.132745
1.880000,-0.074976,0.066054,9.785462,-0.055970,0.084560,0.001437,-0.096648,0.177080,-0.013830
1.920000,-0.016156,0.080464,9.884603,0.015429,0.071424,0.061309,0.103953,0.141764,0.016035
1.960000,0.060487,0.076913,10.163829,0.054096,0.074427,0.356551,0.240915,0.142795,0.149299
2.000000,0.090321,-0.048309,10.543955,0.096314,-0.051358,0.744971,0.286401,0.116991,0.193279
2.040000,0.089226,0.039283,10.806685,0.103526,0.040858,1.011994,0.341141,0.004685,0.244821
2.080000,0.166592,-0.050559,10.789625,0.165517,-0.059667,0.940198,0.270676,-0.076404,0.226708
2.120000,0.098621,-0.055937,10.224367,0.103114,-0.071234,0.415053,0.269634,-0.088357,0.197723
2.160000,-0.007158,-0.117324,9.826773,0.005604,-0.112110,0.018303,0.131100,-0.130337,0.120723
2.200000,0.013860,-0.095325,9.847738,0.014688,-0.101654,0.020279,0.052102,-0.166296,0.030295
2.240000,-0.030217,-0.075610,9.895408,-0.035882,-0.086795,0.102241,-0.091113,-0.186281,-0.066906
2.280000,-0.038907,-0.040738,9.918599,-0.040657,-0.034961,0.085913,-0.222642,-0.157583,-0.142155
2.320000,-0.109200,0.016704,9.834806,-0.111025,0.001608,0.025521,-0.270492,-0.093338,-0.259313
2.360000,-0.120687,0.062691,9.857057,-0.125121,0.051539,0.074733,-0.341544,-0.016837,-0.233842
2.400000,-0.075151,0.015368,9.767436,-0.058237,0.027788,-0.031954,-0.327066,0.003860,-0.283143
2.440000,-0.123417,0.061652,9.717745,-0.122904,0.045702,-0.070352,-0.255300,0.088121,-0.273080
2.480000,-0.027026,0.083148,9.731742,-0.029426,0.095044,-0.079881,-0.173107,0.198754,-0.051985
2.520000,-0.009398,0.047343,9.829295,-0.005618,0.054218,0.035166,0.007765,0.185868,-0.043863
2.560000,0.016144,0.053411,9.834626,0.024438,0.046575,0.042700,0.087612,0.206797,0.068775
2.600000,0.053390,0.058850,10.161830,0.060852,0.048435,0.345986,0.246878,0.164236,0.111371
2.640000,0.146396,0.034034,10.726132,0.149330,0.033047,0.915254,0.353250,0.067267,0.212573
2.680000,0.142998,-0.064954,10.853620,0.133854,-0.058656,1.019437,0.318899,-0.001383,0.255985
2.720000,0.145780,0.001522,10.683981,0.130507,0.004123,0.850684,0.287777,-0.033746,0.241604
2.760000,0.127404,-0.051346,10.193262,0.114169,-0.047562,0.382034,0.223815,-0.100459,0.146039
2.800000,0.043458,-0.040725,9.839601,0.059066,-0.049138,0.019608,0.196869,-0.134816,0.088375
2.840000,-0.038710,-0.131156,9.743268,-0.029317,-0.127097,-0.038581,-0.010949,-0.180366,0.016298
2.880000,-0.084752,-0.100853,9.903876,-0.091326,-0.094334,0.079955,-0.164857,-0.163082,-0.084875
2.920000,-0.024763,-0.093404,9.953867,-0.037770,-0.078631,0.135653,-0.233892,-0.136272,-0.171068
2.960000,-0.114051,-0.043026,9.899939,-0.104383,-0.037084,0.070857,-0.404366,-0.071357,-0.207653
3.000000,-0.115789,-0.002191,9.774017,-0.117622,-0.001007,-0.029858,-0.378638,-0.020569,-0.253270
3.040000,-0.067805,0.045785,9.759135,-0.056486,0.057089,-0.044915,-0.280230,0.067509,-0.188698
3.080000,-0.113125,0.042673,9.668807,-0.115890,0.060121,-0.135367,-0.273543,0.123805,-0.183710
3.120000,-0.126314,0.061941,9.744981,-0.119880,0.052141,-0.093710,-0.136667,0.153598,-0.071196
3.160000,-0.050004,0.135610,9.808672,-0.051834,0.145614,-0.006986,0.016153,0.203695,0.027139
3.200000,0.020764,0.052023,9.912646,0.032882,0.065117,0.132565,0.151198,0.122131,0.052510
3.240000,0.074653,0.043254,10.261388,0.090991,0.027559,0.438500,0.239163,0.133342,0.195469
3.280000,0.185206,-0.020181,10.727567,0.154223,-0.028669,0.926833,0.344440,0.035092,0.215116
3.320000,0.145885,0.009617,10.893103,0.145191,-0.000638,1.061411,0.393080,-0.032973,0.219515
3.360000,0.053073,-0.008287,10.528377,0.031726,-0.013339,0.707602,0.284840,-0.099505,0.213474
3.400000,0.179407,-0.080537,9.983493,0.164316,-0.093651,0.148684,0.219663,-0.119641,0.172133
3.440000,0.010792,-0.047966,9.822610,0.027148,-0.056800,-0.008167,0.111949,-0.237717,0.035270
3.480000,0.032917,-0.080777,9.911368,0.029299,-0.077333,0.082621,-0.000981,-0.174584,-0.014891
3.520000,-0.049921,-0.135508,9.914721,-0.036976,-0.124858,0.082031,-0.154629,-0.159865,-0.117686
3.560000,-0.093641,-0.046335,9.906068,-0.090679,-0.033503,0.079767,-0.268763,-0.146721,-0.158103
3.600000,-0.140087,-0.034070,9.828248,-0.121238,-0.032673,0.032125,-0.379351,-0.050157,-0.256770
3.640000,-0.168692,-0.038089,9.796872,-0.152950,-0.027089,0.009743,-0.382764,-0.021336,-0.213429
3.680000,-0.153528,0.057794,9.736041,-0.144980,0.065771,-0.057354,-0.304391,0.082080,-0.209947
3.720000,-0.086935,0.088254,9.774323,-0.081478,0.089777,-0.050291,-0.238514,0.101163,-0.160361
3.760000,-0.075941,0.056131,9.677407,-0.076330,0.042152,-0.088125,-0.111424,0.233828,-0.034048
3.800000,0.051619,0.073260,9.832378,0.061981,0.088365,0.022686,0.034729,0.204856,0.083808
3.840000,0.062212,0.076500,9.971180,0.060719,0.076203,0.166497,0.238864,0.165129,0.114122
3.880000,0.168182,0.035140,10.432619,0.156825,0.047654,0.598142,0.259368,0.083151,0.173721
3.920000,0.105250,0.000480,10.709459,0.102511,0.006044,0.901803,0.378715,0.040140,0.253660
3.960000,0.100665,-0.005181,10.792382,0.101338,-0.014479,0.989752,0.386655,-0.029586,0.205338
4.000000,0.125065,-0.020328,10.470731,0.121649,-0.011845,0.634411,0.327222,-0.082743,0.177475
4.040000,0.050424,-0.054082,9.991313,0.064773,-0.051448,0.183151,0.186186,-0.131419,0.190356
4.080000,0.068555,-0.133912,9.781321,0.059035,-0.135323,-0.023610,0.091157,-0.167599,0.079328
4.120000,0.013640,-0.136434,9.736922,0.025617,-0.143446,-0.063294,-0.062844,-0.167800,-0.062266
4.160000,-0.013670,-0.129621,9.912263,-0.029189,-0.124143,0.096550,-0.120877,-0.159061,-0.035455
4.200000,-0.048442,-0.075161,9.942821,-0.056149,-0.087769,0.139450,-0.270836,-0.095527,-0.243718
4.240000,-0.086736,-0.045375,9.805462,-0.092302,-0.040923,0.002019,-0.347148,-0.060241,-0.224803
4.280000,-0.128790,0.004604,9.795660,-0.134791,-0.000240,-0.043344,-0.291551,-0.001887,-0.270394
4.320000,-0.067142,0.039000,9.770853,-0.067123,0.040899,-0.040125,-0.306090,0.151885,-0.157650
4.360000,-0.055421,0.072086,9.759383,-0.047558,0.064677,-0.041653,-0.183201,0.160287,-0.158606
4.400000,-0.052899,0.097069,9.801440,-0.043481,0.076794,0.011342,-0.051697,0.230249,-0.060516
4.440000,0.025272,0.110116,9.890914,0.007758,0.112892,0.076944,0.076005,0.168569,-0.007417
4.480000,0.064686,0.016173,9.989211,0.063653,0.016333,0.190406,0.190495,0.222247,0.200827
4.520000,0.122146,0.049970,10.463945,0.133295,0.054290,0.661312,0.316648,0.101999,0.189692
4.560000,0.126549,0.019004,10.842664,0.121382,0.024863,1.049695,0.324902,0.068107,0.259977
4.600000,0.120637,-0.061506,10.760611,0.117208,-0.054513,0.946673,0.375763,-0.036439,0.244679
4.640000,0.090470,-0.029830,10.304961,0.093763,-0.029644,0.521027,0.278960,-0.097781,0.188744
4.680000,0.044719,-0.064139,9.902160,0.053699,-0.056369,0.083930,0.227673,-0.155435,0.067126
4.720000,-0.007550,-0.087644,9.760197,-0.014905,-0.080177,-0.038873,0.089758,-0.192263,0.034843
4.760000,0.005915,-0.182072,9.850229,-0.003545,-0.150417,0.025896,-0.063443,-0.145837,-0.065238
4.800000,-0.097833,-0.021958,9.850917,-0.101057,-0.035808,0.031211,-0.208431,-0.145889,-0.137383
4.840000,-0.099900,-0.018204,9.854038,-0.100615,-0.034642,0.041958,-0.266297,-0.068332,-0.149477
4.880000,-0.138802,0.006908,9.847368,-0.130978,0.000421,0.020445,-0.329112,0.000819,-0.227983
4.920000,-0.088441,-0.090565,9.800649,-0.093240,-0.081826,-0.040490,-0.435500,0.087194,-0.216350
4.960000,-0.112191,0.019788,9.781019,-0.105844,0.032422,-0.054351,-0.303317,0.121463,-0.208288
5.000000,-0.102912,0.010626,9.703094,-0.090187,0.026271,-0.080689,-0.169938,0.110555,-0.164398
5.040000,0.025895,0.124563,9.845028,0.014639,0.118172,0.047136,-0.035475,0.168974,-0.039711
5.080000,-0.002808,0.056555,9.911400,0.007491,0.043902,0.111059,0.115337,0.172613,0.045195
5.120000,0.060209,0.108734,10.132201,0.079178,0.107073,0.309429,0.263867,0.141437,0.153785
5.160000,0.156461,0.075704,10.581588,0.143371,0.067126,0.782033,0.324307,0.126268,0.204252
5.200000,0.079994,0.019451,10.896755,0.097439,0.015003,1.097985,0.285552,0.052902,0.198300
5.240000,0.107875,0.003230,10.646630,0.111773,0.010939,0.851313,0.340991,-0.056373,0.277339
5.280000,0.068570,-0.069232,10.187804,0.079526,-0.079326,0.371826,0.306154,-0.041833,0.188405
5.320000,0.052301,-0.084399,9.913391,0.059539,-0.093854,0.090698,0.165501,-0.169982,0.105923
5.360000,0.030228,-0.061953,9.800697,0.007987,-0.052049,0.014929,0.035391,-0.187399,-0.012224
5.400000,-0.010486,-0.096208,9.889690,-0.009470,-0.104279,0.089975,-0.122983,-0.203962,-0.091516
5.440000,-0.093433,-0.101810,9.863858,-0.097032,-0.100334,0.091759,-0.200221,-0.183034,-0.189254
5.480000,-0.061355,-0.047819,9.815693,-0.069260,-0.045210,0.053527,-0.324094,-0.115437,-0.259748
5.520000,-0.078091,-0.027581,9.776044,-0.071623,-0.031487,-0.043649,-0.331524,0.019104,-0.244625
5.560000,-0.094877,0.085868,9.772091,-0.105629,0.082271,-0.044218,-0.317675,0.081441,-0.250159
